Facility ID,Facility Name,Address_x,City/Town_x,State,ZIP Code_x,County/Parish_x,Telephone Number_x,Measure ID,Measure Name,Compared to National,Denominator_x,Score,Lower Estimate_x,Higher Estimate_x,Footnote,Start Date_x,End Date_x,Payment Measure Name,Address_y,City/Town_y,ZIP Code_y,County/Parish_y,Telephone Number_y,Payment Measure ID,Payment Category,Denominator_y,Payment,Lower Estimate_y,Higher Estimate_y,Payment Footnote,Value of Care Display ID,Value of Care Display Name,Value of Care Category,Value of Care Footnote,Start Date_y,End Date_y,Color
330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,230 SECOND AVE,NEW YORK,NY,10003,NEW YORK,(212) 979-4000,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Payment for pneumonia patients,230 SECOND AVE,NEW YORK,10003,NEW YORK,(212) 979-4000,PAYM_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,5,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Not Available,13,07/01/2019,06/30/2022,lightgrey
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,NEW YORK,(212) 746-5454,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,454,3.1,2.1,4.6,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,525 EAST 68TH STREET,NEW YORK,10065,NEW YORK,(212) 746-5454,PAYM_90_HIP_KNEE,Less Than the National Average Payment,454,"$20,330","$19,555","$21,134",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,04/01/2019,03/31/2022,lightgrey
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,NEW YORK,(212) 746-5454,MORT_30_AMI,Death rate for heart attack patients,Better Than the National Rate,511,9.2,7.7,10.9,,07/01/2019,06/30/2022,Payment for heart attack patients,525 EAST 68TH STREET,NEW YORK,10065,NEW YORK,(212) 746-5454,PAYM_30_AMI,Greater Than the National Average Payment,502,"$31,498","$29,366","$33,753",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Better Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,NEW YORK,(212) 746-5454,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1662,7.8,6.8,9.0,,07/01/2019,06/30/2022,Payment for heart failure patients,525 EAST 68TH STREET,NEW YORK,10065,NEW YORK,(212) 746-5454,PAYM_30_HF,Greater Than the National Average Payment,1628,"$20,857","$20,162","$21,559",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,NEW YORK,(212) 746-5454,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,1547,12.8,11.6,14.1,,07/01/2019,06/30/2022,Payment for pneumonia patients,525 EAST 68TH STREET,NEW YORK,10065,NEW YORK,(212) 746-5454,PAYM_30_PN,Greater Than the National Average Payment,1483,"$21,904","$21,187","$22,549",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,(716) 447-6100,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,66,3,1.7,5.2,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,2950 ELMWOOD AVENUE,KENMORE,14217,ERIE,(716) 447-6100,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,66,"$21,564","$19,564","$23,653",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,(716) 447-6100,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,35,13.4,10.2,17.0,,07/01/2019,06/30/2022,Payment for heart attack patients,2950 ELMWOOD AVENUE,KENMORE,14217,ERIE,(716) 447-6100,PAYM_30_AMI,No Different Than the National Average Payment,34,"$25,106","$21,896","$28,820",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,(716) 447-6100,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,119,15.5,11.7,20.2,,07/01/2019,06/30/2022,Payment for heart failure patients,2950 ELMWOOD AVENUE,KENMORE,14217,ERIE,(716) 447-6100,PAYM_30_HF,No Different Than the National Average Payment,115,"$18,363","$16,517","$20,383",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,(716) 447-6100,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,92,20.2,15.2,26.4,,07/01/2019,06/30/2022,Payment for pneumonia patients,2950 ELMWOOD AVENUE,KENMORE,14217,ERIE,(716) 447-6100,PAYM_30_PN,No Different Than the National Average Payment,90,"$20,038","$17,799","$22,242",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,(716) 373-2600,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,85,3.3,1.9,5.8,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,515 MAIN STREET,OLEAN,14760,CATTARAUGUS,(716) 373-2600,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,84,"$21,097","$19,428","$22,950",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,(716) 373-2600,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,86,12.2,8.9,16.3,,07/01/2019,06/30/2022,Payment for heart attack patients,515 MAIN STREET,OLEAN,14760,CATTARAUGUS,(716) 373-2600,PAYM_30_AMI,No Different Than the National Average Payment,83,"$26,535","$23,500","$29,885",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,(716) 373-2600,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,233,14.5,11.0,18.9,,07/01/2019,06/30/2022,Payment for heart failure patients,515 MAIN STREET,OLEAN,14760,CATTARAUGUS,(716) 373-2600,PAYM_30_HF,Less Than the National Average Payment,224,"$16,748","$15,432","$18,134",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,,07/01/2019,06/30/2022,lightgrey
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,(716) 373-2600,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,367,19.2,15.8,23.2,,07/01/2019,06/30/2022,Payment for pneumonia patients,515 MAIN STREET,OLEAN,14760,CATTARAUGUS,(716) 373-2600,PAYM_30_PN,No Different Than the National Average Payment,357,"$20,175","$18,907","$21,390",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,(845) 348-2000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,112,2.5,1.5,4.3,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,160 NORTH MIDLAND AVENUE,NYACK,10960,ROCKLAND,(845) 348-2000,PAYM_90_HIP_KNEE,Less Than the National Average Payment,111,"$17,930","$16,724","$19,191",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,04/01/2019,03/31/2022,lightgrey
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,(845) 348-2000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,68,12.3,9.7,15.5,,07/01/2019,06/30/2022,Payment for heart attack patients,160 NORTH MIDLAND AVENUE,NYACK,10960,ROCKLAND,(845) 348-2000,PAYM_30_AMI,No Different Than the National Average Payment,61,"$29,623","$26,016","$33,753",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,(845) 348-2000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,183,10,7.4,13.3,,07/01/2019,06/30/2022,Payment for heart failure patients,160 NORTH MIDLAND AVENUE,NYACK,10960,ROCKLAND,(845) 348-2000,PAYM_30_HF,No Different Than the National Average Payment,180,"$20,457","$18,751","$22,328",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,ROCKLAND,(845) 348-2000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,616,17.7,15.3,20.3,,07/01/2019,06/30/2022,Payment for pneumonia patients,160 NORTH MIDLAND AVENUE,NYACK,10960,ROCKLAND,(845) 348-2000,PAYM_30_PN,Greater Than the National Average Payment,586,"$22,959","$21,910","$24,033",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,945,2.5,1.8,3.5,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,300 COMMUNITY DRIVE,MANHASSET,11030,NASSAU,(516) 562-0100,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,941,"$20,969","$20,402","$21,555",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,322,11.3,9.1,13.8,,07/01/2019,06/30/2022,Payment for heart attack patients,300 COMMUNITY DRIVE,MANHASSET,11030,NASSAU,(516) 562-0100,PAYM_30_AMI,No Different Than the National Average Payment,324,"$28,020","$25,915","$30,355",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1172,8.7,7.5,10.0,,07/01/2019,06/30/2022,Payment for heart failure patients,300 COMMUNITY DRIVE,MANHASSET,11030,NASSAU,(516) 562-0100,PAYM_30_HF,Greater Than the National Average Payment,1163,"$20,910","$20,103","$21,705",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,954,13.5,11.8,15.3,,07/01/2019,06/30/2022,Payment for pneumonia patients,300 COMMUNITY DRIVE,MANHASSET,11030,NASSAU,(516) 562-0100,PAYM_30_PN,Greater Than the National Average Payment,928,"$22,594","$21,697","$23,459",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Better Than the National Rate,858,1.8,1.2,2.6,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,1 HEROS WAY,RIVERHEAD,11901,SUFFOLK,(631) 548-6000,PAYM_90_HIP_KNEE,Less Than the National Average Payment,852,"$20,490","$19,909","$21,075",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Better Complications and Lower Payment,,04/01/2019,03/31/2022,lightgrey
330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,108,11,8.4,14.4,,07/01/2019,06/30/2022,Payment for heart attack patients,1 HEROS WAY,RIVERHEAD,11901,SUFFOLK,(631) 548-6000,PAYM_30_AMI,Greater Than the National Average Payment,102,"$31,730","$28,035","$35,689",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,384,12.7,10.1,15.7,,07/01/2019,06/30/2022,Payment for heart failure patients,1 HEROS WAY,RIVERHEAD,11901,SUFFOLK,(631) 548-6000,PAYM_30_HF,Greater Than the National Average Payment,372,"$21,837","$20,461","$23,265",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,367,18.2,15.2,21.8,,07/01/2019,06/30/2022,Payment for pneumonia patients,1 HEROS WAY,RIVERHEAD,11901,SUFFOLK,(631) 548-6000,PAYM_30_PN,Greater Than the National Average Payment,345,"$22,124","$20,739","$23,512",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,(716) 592-2871,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,224 EAST MAIN STREET,SPRINGVILLE,14141,ERIE,(716) 592-2871,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,04/01/2019,03/31/2022,lightgrey
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,(716) 592-2871,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2019,06/30/2022,Payment for heart attack patients,224 EAST MAIN STREET,SPRINGVILLE,14141,ERIE,(716) 592-2871,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2019,06/30/2022,lightgrey
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,(716) 592-2871,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,29,13.9,9.2,20.2,,07/01/2019,06/30/2022,Payment for heart failure patients,224 EAST MAIN STREET,SPRINGVILLE,14141,ERIE,(716) 592-2871,PAYM_30_HF,No Different Than the National Average Payment,26,"$17,367","$14,989","$20,093",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,(716) 592-2871,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,56,17.9,12.7,24.7,,07/01/2019,06/30/2022,Payment for pneumonia patients,224 EAST MAIN STREET,SPRINGVILLE,14141,ERIE,(716) 592-2871,PAYM_30_PN,Less Than the National Average Payment,55,"$15,967","$13,769","$18,246",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,,07/01/2019,06/30/2022,lightgrey
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,321 GENESEE STREET,ONEIDA,13421,MADISON,(315) 363-6000,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,04/01/2019,03/31/2022,lightgrey
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2019,06/30/2022,Payment for heart attack patients,321 GENESEE STREET,ONEIDA,13421,MADISON,(315) 363-6000,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2019,06/30/2022,lightgrey
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,69,13.7,9.6,19.6,,07/01/2019,06/30/2022,Payment for heart failure patients,321 GENESEE STREET,ONEIDA,13421,MADISON,(315) 363-6000,PAYM_30_HF,No Different Than the National Average Payment,65,"$17,842","$15,685","$20,238",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,MORT_30_PN,Death rate for pneumonia patients,Worse Than the National Rate,101,27.7,21.4,35.5,,07/01/2019,06/30/2022,Payment for pneumonia patients,321 GENESEE STREET,ONEIDA,13421,MADISON,(315) 363-6000,PAYM_30_PN,Less Than the National Average Payment,94,"$17,664","$15,704","$19,657",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Lower Payment,,07/01/2019,06/30/2022,lightgrey
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 439-2345,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,295,3,2.0,4.7,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,100 EAST 77TH STREET,NEW YORK,10021,NEW YORK,(212) 439-2345,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,292,"$21,605","$20,578","$22,628",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 439-2345,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,94,11.4,8.6,14.9,,07/01/2019,06/30/2022,Payment for heart attack patients,100 EAST 77TH STREET,NEW YORK,10021,NEW YORK,(212) 439-2345,PAYM_30_AMI,No Different Than the National Average Payment,89,"$28,035","$24,866","$31,655",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 439-2345,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,352,9.2,7.3,11.7,,07/01/2019,06/30/2022,Payment for heart failure patients,100 EAST 77TH STREET,NEW YORK,10021,NEW YORK,(212) 439-2345,PAYM_30_HF,Greater Than the National Average Payment,340,"$22,395","$20,963","$23,850",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 439-2345,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,306,16.4,13.8,19.4,,07/01/2019,06/30/2022,Payment for pneumonia patients,100 EAST 77TH STREET,NEW YORK,10021,NEW YORK,(212) 439-2345,PAYM_30_PN,Greater Than the National Average Payment,281,"$23,100","$21,528","$24,694",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,(585) 922-4000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,126,3.2,1.8,5.3,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,1425 PORTLAND AVENUE,ROCHESTER,14621,MONROE,(585) 922-4000,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,125,"$20,822","$19,456","$22,319",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,(585) 922-4000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,153,11.3,8.7,14.4,,07/01/2019,06/30/2022,Payment for heart attack patients,1425 PORTLAND AVENUE,ROCHESTER,14621,MONROE,(585) 922-4000,PAYM_30_AMI,No Different Than the National Average Payment,149,"$26,930","$24,332","$29,882",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,(585) 922-4000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,363,11.2,8.8,14.1,,07/01/2019,06/30/2022,Payment for heart failure patients,1425 PORTLAND AVENUE,ROCHESTER,14621,MONROE,(585) 922-4000,PAYM_30_HF,Less Than the National Average Payment,351,"$17,375","$16,291","$18,573",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,,07/01/2019,06/30/2022,lightgrey
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,MONROE,(585) 922-4000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,152,14.9,11.4,18.9,,07/01/2019,06/30/2022,Payment for pneumonia patients,1425 PORTLAND AVENUE,ROCHESTER,14621,MONROE,(585) 922-4000,PAYM_30_PN,Less Than the National Average Payment,142,"$17,837","$16,184","$19,551",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,,07/01/2019,06/30/2022,lightgrey
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,(845) 343-2424,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,217,3.2,2.0,5.0,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,707 EAST MAIN STREET,MIDDLETOWN,10940,ORANGE,(845) 343-2424,PAYM_90_HIP_KNEE,Greater Than the National Average Payment,217,"$23,395","$22,040","$24,805",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,04/01/2019,03/31/2022,lightgrey
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,(845) 343-2424,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,308,11.1,9.0,13.5,,07/01/2019,06/30/2022,Payment for heart attack patients,707 EAST MAIN STREET,MIDDLETOWN,10940,ORANGE,(845) 343-2424,PAYM_30_AMI,No Different Than the National Average Payment,293,"$27,542","$25,416","$29,813",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,(845) 343-2424,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,519,8.3,6.6,10.4,,07/01/2019,06/30/2022,Payment for heart failure patients,707 EAST MAIN STREET,MIDDLETOWN,10940,ORANGE,(845) 343-2424,PAYM_30_HF,No Different Than the National Average Payment,512,"$19,452","$18,432","$20,596",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,(845) 343-2424,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,649,15.8,13.5,18.3,,07/01/2019,06/30/2022,Payment for pneumonia patients,707 EAST MAIN STREET,MIDDLETOWN,10940,ORANGE,(845) 343-2424,PAYM_30_PN,No Different Than the National Average Payment,621,"$19,722","$18,797","$20,693",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,BRONX,(718) 918-5000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,1400 PELHAM PARKWAY SOUTH,BRONX,10461,BRONX,(718) 918-5000,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,04/01/2019,03/31/2022,lightgrey
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,BRONX,(718) 918-5000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,25,14.2,10.5,18.8,,07/01/2019,06/30/2022,Payment for heart attack patients,1400 PELHAM PARKWAY SOUTH,BRONX,10461,BRONX,(718) 918-5000,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2019,06/30/2022,lightgrey
